mode,checker_prob,gate_policy,iteration,slot,count,total_us,avg_us
checker,10,none,9,exit_hook,1,22156,22156
checker,10,none,9,gate_hook,2006,18893,9
checker,100,none,0,compute_tag,1003,20319,20
checker,100,none,0,vault_save,1003,12884777,12846
checker,100,none,0,mc_increment,1003,11702910,11667
checker,100,none,0,commit_now,1003,24681980,24608
checker,100,none,0,batch_latency,1003,24758019,24683
checker,100,none,0,fsync_hook,1003,24811765,24737
checker,100,none,0,close_hook,1,8199,8199
checker,100,none,0,exit_hook,1,42863,42863
checker,100,none,0,gate_hook,2006,19416,9
checker,100,none,1,compute_tag,1003,19333,19
checker,100,none,1,vault_save,1003,12873918,12835
checker,100,none,1,mc_increment,1003,11394940,11360
checker,100,none,1,commit_now,1003,24351898,24279
checker,100,none,1,batch_latency,1003,24422276,24349
checker,100,none,1,fsync_hook,1003,24475053,24401
checker,100,none,1,close_hook,1,17441,17441
checker,100,none,1,exit_hook,1,10907,10907
checker,100,none,1,gate_hook,2006,16461,8
checker,100,none,2,compute_tag,1003,20197,20
checker,100,none,2,vault_save,1003,13058816,13019
checker,100,none,2,mc_increment,1003,11643248,11608
checker,100,none,2,commit_now,1003,24791800,24717
checker,100,none,2,batch_latency,1003,24865354,24790
checker,100,none,2,fsync_hook,1003,24916420,24841
checker,100,none,2,close_hook,1,9856,9856
checker,100,none,2,exit_hook,1,12476,12476
checker,100,none,2,gate_hook,2006,17749,8
checker,100,none,3,compute_tag,1003,19345,19
checker,100,none,3,vault_save,1003,12796657,12758
checker,100,none,3,mc_increment,1003,11904225,11868
checker,100,none,3,commit_now,1003,24783871,24709
checker,100,none,3,batch_latency,1003,24859198,24784
checker,100,none,3,fsync_hook,1003,24911259,24836
checker,100,none,3,close_hook,1,8155,8155
checker,100,none,3,exit_hook,1,13205,13205
checker,100,none,3,gate_hook,2006,16729,8
checker,100,none,4,compute_tag,1003,19576,19
checker,100,none,4,vault_save,1003,12661339,12623
checker,100,none,4,mc_increment,1003,11620699,11585
checker,100,none,4,commit_now,1003,24365266,24292
checker,100,none,4,batch_latency,1003,24435179,24362
checker,100,none,4,fsync_hook,1003,24493291,24420
checker,100,none,4,close_hook,1,8459,8459
checker,100,none,4,exit_hook,1,15049,15049
checker,100,none,4,gate_hook,2006,16511,8
checker,100,none,5,compute_tag,1003,19711,19
checker,100,none,5,vault_save,1003,12805634,12767
checker,100,none,5,mc_increment,1003,11635652,11600
checker,100,none,5,commit_now,1003,24529931,24456
checker,100,none,5,batch_latency,1003,24601165,24527
checker,100,none,5,fsync_hook,1003,24655717,24581
checker,100,none,5,close_hook,1,9556,9556
checker,100,none,5,exit_hook,1,43011,43011
checker,100,none,5,gate_hook,2006,17807,8
checker,100,none,6,compute_tag,1003,19166,19
checker,100,none,6,vault_save,1003,12297325,12260
checker,100,none,6,mc_increment,1003,11396510,11362
checker,100,none,6,commit_now,1003,23781153,23710
checker,100,none,6,batch_latency,1003,23853859,23782
checker,100,none,6,fsync_hook,1003,23904344,23832
checker,100,none,6,close_hook,1,9158,9158
checker,100,none,6,exit_hook,1,10167,10167
