mode,checker_prob,iteration,slot,count,total_us,avg_us
checker,50,4,compute_tag,2771,1713893,618
checker,50,4,vault_save,2771,15432354,5569
checker,50,4,mc_increment,2771,13693904,4941
checker,50,4,commit_now,2771,31083897,11217
checker,50,4,batch_latency,2771,38255840,13805
checker,50,4,fsync_hook,3008,21769142,7237
checker,50,4,close_hook,1003,15880495,15832
checker,50,4,exit_hook,1,10899,10899
checker,50,4,gate_hook,0,0,0
checker,50,5,compute_tag,2731,1634398,598
checker,50,5,vault_save,2731,14355193,5256
checker,50,5,mc_increment,2731,12906249,4725
checker,50,5,commit_now,2731,29136596,10668
checker,50,5,batch_latency,2731,36145692,13235
checker,50,5,fsync_hook,3008,19418452,6455
checker,50,5,close_hook,1003,15636380,15589
checker,50,5,exit_hook,1,12931,12931
checker,50,5,gate_hook,0,0,0
checker,50,6,compute_tag,2752,1609973,585
checker,50,6,vault_save,2752,14373266,5222
checker,50,6,mc_increment,2752,12938545,4701
checker,50,6,commit_now,2752,29160367,10596
checker,50,6,batch_latency,2752,36322271,13198
checker,50,6,fsync_hook,3008,20492903,6812
checker,50,6,close_hook,1003,15321174,15275
checker,50,6,exit_hook,1,10790,10790
checker,50,6,gate_hook,0,0,0
checker,50,7,compute_tag,2748,1683901,612
checker,50,7,vault_save,2748,14288481,5199
checker,50,7,mc_increment,2748,12667444,4609
checker,50,7,commit_now,2748,28870849,10506
checker,50,7,batch_latency,2748,36009105,13103
checker,50,7,fsync_hook,3008,20237492,6727
checker,50,7,close_hook,1003,15285230,15239
checker,50,7,exit_hook,1,11665,11665
checker,50,7,gate_hook,0,0,0
checker,50,8,compute_tag,2751,1634032,593
checker,50,8,vault_save,2751,14399418,5234
checker,50,8,mc_increment,2751,12895698,4687
checker,50,8,commit_now,2751,29166401,10602
checker,50,8,batch_latency,2751,35992473,13083
checker,50,8,fsync_hook,3008,20317444,6754
checker,50,8,close_hook,1003,15024376,14979
checker,50,8,exit_hook,1,11122,11122
checker,50,8,gate_hook,0,0,0
checker,50,9,compute_tag,2739,1637989,598
checker,50,9,vault_save,2739,14003337,5112
checker,50,9,mc_increment,2739,12498681,4563
checker,50,9,commit_now,2739,28378502,10360
checker,50,9,batch_latency,2739,35486653,12956
checker,50,9,fsync_hook,3008,19127834,6358
checker,50,9,close_hook,1003,15160410,15115
checker,50,9,exit_hook,1,10856,10856
checker,50,9,gate_hook,0,0,0
checker,70,0,compute_tag,2928,907622,309
checker,70,0,vault_save,2928,14652406,5004
checker,70,0,mc_increment,2928,13059891,4460
checker,70,0,commit_now,2928,28870874,9860
checker,70,0,batch_latency,2928,33319590,11379
checker,70,0,fsync_hook,3008,24544649,8159
checker,70,0,close_hook,1003,12717210,12679
checker,70,0,exit_hook,1,9561,9561
checker,70,0,gate_hook,0,0,0
checker,70,1,compute_tag,2927,1031457,352
checker,70,1,vault_save,2927,15232096,5203
checker,70,1,mc_increment,2927,13723178,4688
checker,70,1,commit_now,2927,30240008,10331
checker,70,1,batch_latency,2927,35200005,12025
checker,70,1,fsync_hook,3008,25657754,8529
checker,70,1,close_hook,1003,13384293,13344
checker,70,1,exit_hook,1,10882,10882
checker,70,1,gate_hook,0,0,0
checker,70,2,compute_tag,2909,1140314,391
checker,70,2,vault_save,2909,15240023,5238
checker,70,2,mc_increment,2909,13762604,4731
checker,70,2,commit_now,2909,30382793,10444
checker,70,2,batch_latency,2909,35205453,12102
checker,70,2,fsync_hook,3008,25420408,8450
checker,70,2,close_hook,1003,13487451,13447
checker,70,2,exit_hook,1,10129,10129
checker,70,2,gate_hook,0,0,0
