mode,checker_prob,gate_policy,iteration,slot,count,total_us,avg_us
checker,0,none,4,commit_now,464,7163900,15439
checker,0,none,4,batch_latency,464,11549678,24891
checker,0,none,4,fsync_hook,1003,21809,21
checker,0,none,4,close_hook,1,7293,7293
checker,0,none,4,exit_hook,1,12720,12720
checker,0,none,4,gate_hook,2006,28540,14
checker,0,none,5,compute_tag,463,1073336,2318
checker,0,none,5,vault_save,463,2845281,6145
checker,0,none,5,mc_increment,463,2886225,6233
checker,0,none,5,commit_now,463,6833143,14758
checker,0,none,5,batch_latency,463,11042218,23849
checker,0,none,5,fsync_hook,1003,19985,19
checker,0,none,5,close_hook,1,8232,8232
checker,0,none,5,exit_hook,1,20751,20751
checker,0,none,5,gate_hook,2006,25636,12
checker,0,none,6,compute_tag,460,999172,2172
checker,0,none,6,vault_save,460,2924043,6356
checker,0,none,6,mc_increment,460,2870267,6239
checker,0,none,6,commit_now,460,6823573,14833
checker,0,none,6,batch_latency,460,10995712,23903
checker,0,none,6,fsync_hook,1003,20599,20
checker,0,none,6,close_hook,1,8436,8436
checker,0,none,6,exit_hook,1,29429,29429
checker,0,none,6,gate_hook,2006,27015,13
checker,0,none,7,compute_tag,471,1064986,2261
checker,0,none,7,vault_save,471,2747816,5834
checker,0,none,7,mc_increment,471,2929460,6219
checker,0,none,7,commit_now,471,6773250,14380
checker,0,none,7,batch_latency,471,10883427,23107
checker,0,none,7,fsync_hook,1003,20529,20
checker,0,none,7,close_hook,1,8883,8883
checker,0,none,7,exit_hook,1,19962,19962
checker,0,none,7,gate_hook,2006,27970,13
checker,0,none,8,compute_tag,468,852468,1821
checker,0,none,8,vault_save,468,2786293,5953
checker,0,none,8,mc_increment,468,2766546,5911
checker,0,none,8,commit_now,468,6435476,13751
checker,0,none,8,batch_latency,468,10320236,22051
checker,0,none,8,fsync_hook,1003,21510,21
checker,0,none,8,close_hook,1,8322,8322
checker,0,none,8,exit_hook,1,26170,26170
checker,0,none,8,gate_hook,2006,28291,14
checker,0,none,9,compute_tag,476,1088683,2287
checker,0,none,9,vault_save,476,2835172,5956
checker,0,none,9,mc_increment,476,2998423,6299
checker,0,none,9,commit_now,476,6952106,14605
checker,0,none,9,batch_latency,476,11103260,23326
checker,0,none,9,fsync_hook,1003,20372,20
checker,0,none,9,close_hook,1,7445,7445
checker,0,none,9,exit_hook,1,11353,11353
checker,0,none,9,gate_hook,2006,26741,13
checker,10,none,0,compute_tag,564,673948,1194
checker,10,none,0,vault_save,564,3172150,5624
checker,10,none,0,mc_increment,564,3157851,5599
checker,10,none,0,commit_now,564,7042521,12486
checker,10,none,0,batch_latency,564,10559267,18722
checker,10,none,0,fsync_hook,1003,1386612,1382
checker,10,none,0,close_hook,1,7948,7948
checker,10,none,0,exit_hook,1,20529,20529
