mode,checker_prob,iteration,slot,count,total_us,avg_us
optimistic,0,7,gate_hook,0,0,0
optimistic,0,8,compute_tag,2006,2796703,1394
optimistic,0,8,vault_save,2006,10844517,5406
optimistic,0,8,mc_increment,2006,9645707,4808
optimistic,0,8,commit_now,2006,23464818,11697
optimistic,0,8,batch_latency,2006,32694181,16298
optimistic,0,8,fsync_hook,3008,93934,31
optimistic,0,8,close_hook,1003,20592487,20530
optimistic,0,8,exit_hook,1,11266,11266
optimistic,0,8,gate_hook,0,0,0
optimistic,0,9,compute_tag,2006,2778750,1385
optimistic,0,9,vault_save,2006,10552906,5260
optimistic,0,9,mc_increment,2006,9368932,4670
optimistic,0,9,commit_now,2006,22885555,11408
optimistic,0,9,batch_latency,2006,32005795,15955
optimistic,0,9,fsync_hook,3008,97955,32
optimistic,0,9,close_hook,1003,20057399,19997
optimistic,0,9,exit_hook,1,11248,11248
optimistic,0,9,gate_hook,0,0,0
checker,0,0,compute_tag,2004,2801855,1398
checker,0,0,vault_save,2004,10727077,5352
checker,0,0,mc_increment,2004,9628053,4804
checker,0,0,commit_now,2004,23331386,11642
checker,0,0,batch_latency,2004,32569713,16252
checker,0,0,fsync_hook,3008,91390,30
checker,0,0,close_hook,1003,20362624,20301
checker,0,0,exit_hook,1,11852,11852
checker,0,0,gate_hook,0,0,0
checker,0,1,compute_tag,2006,2702000,1346
checker,0,1,vault_save,2006,10519386,5243
checker,0,1,mc_increment,2006,9278001,4625
checker,0,1,commit_now,2006,22683204,11307
checker,0,1,batch_latency,2006,31697149,15801
checker,0,1,fsync_hook,3008,95199,31
checker,0,1,close_hook,1003,19923923,19864
checker,0,1,exit_hook,1,10391,10391
checker,0,1,gate_hook,0,0,0
checker,0,2,compute_tag,2006,2705301,1348
checker,0,2,vault_save,2006,10550901,5259
checker,0,2,mc_increment,2006,9303976,4638
checker,0,2,commit_now,2006,22736821,11334
checker,0,2,batch_latency,2006,31721502,15813
checker,0,2,fsync_hook,3008,91936,30
checker,0,2,close_hook,1003,19949100,19889
checker,0,2,exit_hook,1,10688,10688
checker,0,2,gate_hook,0,0,0
checker,0,3,compute_tag,2006,2863774,1427
checker,0,3,vault_save,2006,10986966,5477
checker,0,3,mc_increment,2006,9842202,4906
checker,0,3,commit_now,2006,23876602,11902
checker,0,3,batch_latency,2006,33344953,16622
checker,0,3,fsync_hook,3008,94311,31
checker,0,3,close_hook,1003,20942640,20880
checker,0,3,exit_hook,1,17652,17652
checker,0,3,gate_hook,0,0,0
checker,0,4,compute_tag,2002,3136508,1566
checker,0,4,vault_save,2002,11911684,5949
checker,0,4,mc_increment,2002,10726899,5358
checker,0,4,commit_now,2002,25944800,12959
checker,0,4,batch_latency,2002,36242201,18102
checker,0,4,fsync_hook,3008,90611,30
checker,0,4,close_hook,1003,22730200,22662
checker,0,4,exit_hook,1,11250,11250
checker,0,4,gate_hook,0,0,0
checker,0,5,compute_tag,2006,2904112,1447
checker,0,5,vault_save,2006,10914686,5441
checker,0,5,mc_increment,2006,9732360,4851
checker,0,5,commit_now,2006,23710613,11819
checker,0,5,batch_latency,2006,33021425,16461
checker,0,5,fsync_hook,3008,83705,27
checker,0,5,close_hook,1003,20720306,20658
checker,0,5,exit_hook,1,10893,10893
checker,0,5,gate_hook,0,0,0
checker,0,6,compute_tag,2005,2855069,1423
checker,0,6,vault_save,2005,10995352,5483
checker,0,6,mc_increment,2005,9767283,4871
checker,0,6,commit_now,2005,23780460,11860
